identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines,activity,x_umap_2D,y_umap_2D,x_umap_3D,y_umap_3D,z_umap_3D,x_pca_3D,y_pca_3D,z_pca_3D,variance,x_tsne_2D,y_tsne_2D,x_tsne_3D,y_tsne_3D,z_tsne_3D
TR|A0A0B8RSY0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,3.0892913,15.293192,4.9790726,5.6832523,-1.4293886,0.36741550236160153,-0.2304618658128991,-0.27796405015802045,,-41.426743,13.513505,9.719962,13.971874,-2.7774642
TR|A0A0B8RSY6|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.75223404,11.66429,4.1360736,9.47492,-2.364345,0.4778550406021846,-0.2575688204341755,-0.41554551154244707,,-61.85843,7.40843,23.138588,11.514962,-4.094308
TR|A0A0B8RSZ0|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,3.3136077,14.525469,5.1050644,6.3732705,-1.6625036,0.3323509738668945,-0.19954635929166084,-0.31535877556080233,,-44.257595,12.25372,12.905532,14.099175,-3.1886313
TR|A0A0B8RSZ1|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,2.9902186,14.627824,4.7756267,6.264104,-1.7502348,0.4120741102584143,-0.20583202420905666,-0.3359320089947331,,-44.468075,14.044851,11.888835,12.354885,-3.3810031
TR|A0A0B8RSZ3|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.5812324,12.212877,4.841847,9.535762,-2.5129936,0.3343163795631646,-0.23569670747639915,-0.42601131947740556,,-60.459522,3.5252407,24.24262,7.5186377,-3.019307
TR|A0A0B8RVA5|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,3.1202538,15.236282,4.852094,5.6975727,-1.2633519,0.39241499097412985,-0.21002987837273493,-0.31148094345192223,,-41.702034,13.418982,10.073469,13.523795,-2.0180418
TR|A0A0B8RVB2|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,4.438704,13.852164,5.7800217,7.417428,-0.9314822,0.45791941523559937,-0.16478468346442243,-0.3762807237842993,,-51.21154,15.182543,14.000693,13.26944,1.1691742
TR|A0A0B8RVB7|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,4.6292624,13.89608,5.763274,7.4500656,-0.59749985,0.4367714261243189,-0.14574776724149247,-0.36777213153909993,,-51.655594,15.098923,14.656724,13.46417,0.98454326
TR|A0A0B8RVB9|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,3.1801364,14.537894,4.75392,6.321358,-1.7327224,0.34432755510615815,-0.21294098674942202,-0.3111814718642936,,-44.143227,12.62464,12.119605,13.983114,-3.0868692
TR|A0A0B8RVC5|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.4178883,12.530197,4.913156,9.556244,-2.7691808,0.20746026694205041,-0.199330204785012,-0.3749051005160026,,-61.090034,2.9523947,24.678795,6.973176,-2.0459225
TR|A0A0B8RYW2|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.451858,11.881177,4.2912087,9.546689,-2.543321,0.38186944639951736,-0.24061846733450695,-0.43078513196236906,,-61.334583,5.59484,24.816916,10.145296,-2.468629
TR|A0A0B8RYX1|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.66327536,11.706366,4.0144873,9.461544,-2.5384936,0.4718794457479633,-0.24700093162685202,-0.43835380535742624,,-62.340878,7.2338896,23.710533,11.320436,-4.574013
TR|A0A0B8RYX5|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,4.3264003,14.194236,5.612632,7.4731407,-0.9178749,0.4129079446465052,-0.15425528904313301,-0.39930445386067,,-51.03824,14.546731,14.052659,12.69841,0.2165511
TR|A0A0B8RYY0|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,2.9359431,14.974962,5.087458,6.286996,-1.7791995,0.3224415996126997,-0.203799631721739,-0.26750582195820233,,-43.091404,12.328722,12.43737,14.77229,-3.7940123
TR|A0A0B8RYY3|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,2.8180132,14.467567,4.8297815,6.4252243,-1.9167719,0.3234333297151746,-0.21999772535986795,-0.2789326515184254,,-43.44851,12.760711,11.849245,14.089712,-4.0806136
TR|A0A0B8RYY5|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,2.9231853,14.804317,4.889566,6.1510243,-1.8261843,0.3729735634420931,-0.20343046116240232,-0.3039346276432202,,-43.94451,13.341604,12.481144,12.974135,-4.1117644
TR|A0A0B8RYY9|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.40123817,12.421266,4.7679524,9.569464,-2.6543229,0.34410088922335824,-0.24409336105851875,-0.4041895770514117,,-60.310375,4.123907,23.808353,8.208347,-2.564509
TR|A0A0B8RZW9|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.5772387,12.0824585,4.3502483,9.496043,-2.465128,0.3972665619759016,-0.2325088303605353,-0.4126507517784054,,-60.2416,5.7730236,24.244177,10.32632,-1.8165162
TR|A0A0B8RZX0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,3.6013649,14.982099,5.2861996,6.1191816,-1.0575068,0.2984030198822521,-0.20068496460473795,-0.24614220019998706,,-41.555008,15.192049,11.077931,15.630405,-2.1794116
TR|A0A0B8RZX6|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,3.0532904,14.767735,4.9541183,6.3610806,-1.7257954,0.3010514054073578,-0.21872567534520565,-0.2764584701660273,,-43.589924,12.30947,12.6772785,13.956448,-4.395571
TR|A0A0B8RZX8|Boiga_irregularis,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,2.8033264,14.771097,4.6765766,6.070389,-1.7456813,0.3860935539586223,-0.2145842546656186,-0.3033536926724287,,-43.726326,13.815659,11.716121,12.526754,-4.3063817
TR|A0A0B8RZY0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.46252117,12.448159,4.6817827,9.399747,-2.563455,0.366422475493713,-0.21845114606813906,-0.4213237923979166,,-60.679512,3.8598485,23.718035,7.6714673,-2.3030288
TR|A0A193CHL4|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.7586442,11.95109,4.2047186,9.49994,-2.502869,0.3832791158291717,-0.2255132594042968,-0.40806178140564686,,-60.553303,5.8232617,23.74576,9.888034,-2.3216987
TR|A0A193CHL6|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,1.2211801,12.250481,4.5024395,9.363095,-2.249295,0.395851805879279,-0.24502160262151293,-0.37670139584429263,,-58.827415,5.189121,22.208717,9.239217,-3.0862603
TR|A0A193CHL9|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.81486857,12.032615,4.055921,9.317435,-2.6635184,0.4140505572608309,-0.23772193963149246,-0.43250344111407824,,-61.230072,6.0106792,24.230497,10.169071,-3.2620068
TR|A0A193CHM0|Boiga_irregularis,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.6350109,12.049914,4.172276,9.446369,-2.4881058,0.40335952803285796,-0.2430413739379295,-0.4088802670920302,,-60.542595,6.1500573,23.566559,10.569157,-2.2434182
TR|A0A6G1S2N1|Boiga_nigriceps,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,5.8202314,10.320108,7.0350914,9.393453,2.056873,0.22051825179172138,0.08285038573937394,-0.15552743978178196,,-26.131323,-1.6356393,8.744441,-1.4214045,8.260927
None|1285Boiga_|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11.0,,4.5323963,14.088888,5.7851157,7.533493,-0.7317428,0.42269727901463827,-0.15519403120786487,-0.3989303085626035,,-51.70578,14.468591,14.673031,12.254253,0.86888725
None|1345Boiga_|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11.0,,3.1157491,14.724583,4.69832,6.132729,-1.5344727,0.36908748520683127,-0.2261434578295425,-0.3012180496564439,,-43.72374,14.11825,10.88825,13.005887,-4.1250124
None|1347Boiga_|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,,11.0,,3.2394967,14.640886,4.9795766,6.124428,-1.7671374,0.4044913019015313,-0.22022152113327706,-0.3383292093149707,,-44.277115,14.386712,11.055847,12.476411,-3.306726
TR|A0A193CHL8|Boiga_nigriceps,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11.0,,2.9690866,14.302248,4.616264,6.5975447,-1.5889585,0.4383020039588024,-0.2887280024112283,-0.32808328498586964,,-46.506447,12.411125,12.774349,10.8366375,-4.2260723
TR|A0A6G1S2M3|Boiga_nigriceps,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,1.3751469,12.239562,4.4552555,9.325066,-1.7725338,0.4922532196719444,-0.21367982587469747,-0.33462508969577076,,-55.902824,4.4378853,20.29212,10.1116905,-4.058247
TR|A0A6G1S2M9|Boiga_nigriceps,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.93807906,12.062906,4.4358077,9.2850485,-2.7093093,0.39193078137778126,-0.2564541871260258,-0.4044444502056805,,-60.813248,5.8966775,23.628662,10.067162,-3.073954
NCBI|Boiga_trigonata_GGUG01000004|Boiga_trigonata,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,5.810107,10.22024,6.961967,9.533465,2.1177354,0.09532574136727111,0.011903331636239757,-0.24436101977802085,,-26.978676,-2.2732592,8.488343,-0.752271,9.525661
NCBI|Boiga_trigonata_GGUG01000001|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,2.0406919,12.674484,4.747736,8.561377,-1.4811599,0.46236199797845473,-0.10733995125616963,-0.29987887424056414,,-52.893894,6.869156,18.243933,8.529726,0.008047907
NCBI|Boiga_trigonata_GGUG01000002|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.9789785,12.238989,4.0731273,9.190872,-2.2748997,0.4581856272975481,-0.24674139122608224,-0.3930048156128583,,-59.679047,7.6074905,21.886944,10.644277,-2.2832654
NCBI|Boiga_trigonata_GGUG01000005|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,0.5500138,11.945261,4.0974555,9.347765,-2.5431538,0.4512196629821002,-0.23505775748642302,-0.39185044654173606,,-61.338997,8.6479025,23.063532,12.650745,-2.8347394
NCBI|Boiga_trigonata_GGUG01000007|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,4.3633847,13.980875,5.365035,7.341839,-0.5448126,0.2534912358172683,-0.23855125684946485,-0.37793242910326985,,-53.60949,13.282574,17.792215,13.12615,-0.2114108
NCBI|BOITR_GGUG01000006.1_1_318|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,1.7878424,12.317789,4.6131597,9.401906,-1.3830745,0.5477945557231283,-0.19065637009924857,-0.21792261314299108,,-54.37859,2.3048952,19.787867,8.915289,-6.3516827
NCBI|BOITR_GGUG01000007.1_1_330|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,1.3989129,11.971472,4.700051,9.683312,-1.8632454,0.4064028320203238,-0.24160382333928482,-0.3008831238064052,,-57.84448,3.088566,22.266548,8.147651,-5.19234
None|1331Boiga_|Boiga_trigonata,Plesiotypic,Plesiotypic,,Secreted,,10.0,,3.4020786,15.280438,5.379432,5.9689026,-1.2940218,0.40851058418299663,-0.14104350678634844,-0.3136103543603644,,-42.976547,16.441544,10.564524,16.083195,-4.4350333
SP|P83490|Coelognathus_radiatus,Plesiotypic,Plesiotypic,,Secreted,,10.0,,3.9707394,14.335264,5.4537063,6.966046,-1.3010217,0.43809211124975456,-0.20814637422614637,-0.3444665152068123,,-50.557983,17.349144,13.190617,15.01321,-0.065104716
NCBI|CONLI_GJFD01001950.1_49_315|Conophis_lineatus,Plesiotypic,Plesiotypic,,Secreted,,10.0,,1.86524,12.338012,4.6324105,9.360192,-1.4855165,0.47700318579733525,-0.16043398346527538,-0.20588216203090706,,-54.71222,2.1219358,19.82876,8.4321375,-6.1849604
SP|A7X6J0|Dispholidus_typus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,MKT,9.0,,6.966136,11.133369,6.375562,8.503572,2.9726458,0.005080494883347945,-0.026059802870209578,-0.0021945876983640623,,-19.328203,-0.73568636,5.093526,-2.2438817,3.299036
TR|A7X3Q4|Dispholidus_typus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.4551377,10.751335,6.58664,8.988617,2.563947,-0.04912578858011211,-0.023319624093491968,-0.1364849938605358,,-23.559456,-1.9856805,5.9806967,-0.90226763,8.016665
TR|A7X3T2|Dispholidus_typus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,5.598046,13.511119,5.1790624,6.999477,1.068846,0.373656742522987,-0.05090473906767512,-0.34113548362533047,,-34.042217,15.995878,9.058279,9.781388,2.5318255
TR|A7X3U0|Dispholidus_typus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,6.1175666,13.555696,5.152482,6.7780256,1.5625772,0.3273273427816263,0.015420859114112733,-0.34673260337430684,,-33.30856,14.965041,7.614925,9.957107,1.9475205
TR|A7X3P2|Erythrolamprus_poecilogyrus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.062909,10.429014,6.9980617,9.196899,2.3482764,0.05232421378181085,0.15814587840934483,-0.0929207634987337,,-24.93203,-2.8776376,7.0313883,-2.2313063,8.457666
TR|A7X3P8|Erythrolamprus_poecilogyrus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.944848,10.525768,6.880137,8.924219,3.0598764,-0.0785536718004514,-0.20690849644316556,0.054429032817521796,,-22.032017,-8.576226,7.130929,-6.928063,5.2415724
SP|A7X3M9|Erythrolamprus_poecilogyrus,Plesiotypic,Plesiotypic,,Secreted,MKA,10.0,,7.874725,12.020849,6.467346,7.601169,3.3537905,0.10374151573442485,-0.05792946571863696,-0.13808307954932972,,-22.108782,3.122625,6.8190403,2.6348732,6.0159936
NCBI|HELLE_OL366256.1_49_246|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,7.1244516,10.22919,6.4230413,8.956003,3.3341177,-0.07456134707277794,0.10844526522083155,-0.09383438762245637,,-0.15095559,-2.1983974,2.6298053,-4.252367,8.879641
NCBI|HELLE_OL366259.1_1_249|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.6112356,10.836198,6.8558807,8.710508,2.8270059,0.08025224527984962,0.07523821249520335,-0.03939868356948616,,-22.354094,-4.1699405,6.2826467,-3.1779137,6.208804
NCBI|HELLE_OL366260.1_1_243|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,7.0,,15.68575,6.425763,7.866691,9.158511,9.149891,-0.2505634228487276,-0.127598668042238,0.17745095523551752,,12.439178,-29.44701,-5.5734177,-12.686086,0.5596581
NCBI|HELLE_OL366262.1_1_258|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.823632,10.554496,6.3631587,9.015549,3.064238,-0.001289398125491516,0.07361113776239737,0.003660304954200845,,-21.848227,-6.098933,5.5017505,-4.858696,5.533598
NCBI|HELLE_OL366263.1_1_237|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.926399,10.182275,6.6960335,9.257383,3.169856,-0.11268145803093514,-0.11493537350505043,0.03015550019768244,,-22.251295,-7.9494534,7.077312,-6.0781355,5.51719
None|Helicops_leopardinus_unigene312779|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,7.0,,15.437426,6.5401664,7.8573236,9.310486,9.026166,-0.37229939285847413,-0.11390643281097831,0.1788627789097538,,12.453751,-29.45235,-5.5839934,-12.690116,0.557135
None|Helicops_leopardinus_unigene312780|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,7.2892556,10.262677,6.5614214,9.05773,3.5169451,-0.21619431266826142,0.1432216071144729,-0.06946978446678817,,-0.062364854,-2.2774603,2.7144911,-4.2775564,8.779737
None|Helicops_leopardinus_unigene312792|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,7.0954123,10.318786,6.8779798,9.176937,3.1876588,-0.1179984956766819,-0.1526073533861731,-0.03973959304261998,,-22.154985,-8.091389,7.0367136,-6.2869964,5.456049
None|Helicops_leopardinus_unigene312798|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,6.6603293,10.762735,6.5181217,8.761248,2.7949247,0.01864399017973882,0.07702601367514017,-0.010204481218365511,,-22.390965,-4.2541904,6.284193,-3.265046,6.2411613
None|Helicops_leopardinus_unigene488093|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,7.0,,15.635242,6.5440793,7.8881946,9.421448,9.094194,-0.3857674017966395,-0.1099120164654813,0.19799637558689903,,12.455142,-29.451761,-5.584589,-12.6907625,0.55771416
None|Helicops_leopardinus_unigene488904|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,7.0,,7.2303343,10.139159,6.790285,9.105562,3.6185412,-0.18960744944429395,0.18144427898327406,0.03926745870078351,,0.51529384,-2.8830237,3.6641943,-4.162578,8.180077
None|Helicops_leopardinus_unigene490899|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,6.874116,10.479474,6.6771183,8.969144,3.0486004,-0.12718403009184467,0.08261928560738292,0.02279275196475158,,-21.859394,-6.1731443,5.55323,-4.917542,5.54206
None|Helicops_leopardinus_unigene57119|Helicops_leopardinus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,7.1714334,10.41976,6.3571863,8.945229,3.3754714,-0.19649571333524785,0.16905759786010383,-0.11047151219936761,,-0.10261117,-2.242031,2.6724668,-4.278109,8.807085
NCBI|HETNA_OL366266.1_1_249|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.3760357,10.569881,6.228367,9.231826,2.7759337,0.019438991128196324,0.021413855412201335,-0.1053340521900465,,-26.226011,-5.637313,5.0383863,-2.2911012,10.109514
None|Heterodon_nasicus_unigene14895|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,8.0,,6.3321667,10.313263,6.474424,9.527318,2.5799892,-0.02962072049649949,-0.11199272181082073,-0.07449153621548055,,-27.278746,-5.903021,5.880167,-2.2911365,11.265461
None|Heterodon_nasicus_unigene2480|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,6.563663,10.482851,6.2983685,9.21035,2.7499542,-0.0007844976691359673,0.009319782870288786,-0.11700362650517669,,-26.259361,-5.642169,5.0691524,-2.284683,10.155204
None|Heterodon_nasicus_unigene384518|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,6.618667,10.365257,6.3174257,9.342772,2.7125857,-0.01846371515974087,0.019674720118763325,-0.126400022752402,,-26.293465,-5.659904,5.029914,-2.2562068,10.181619
None|Heterodon_nasicus_unigene617783|Heterodon_nasicus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,8.0,,6.2938914,10.478024,6.2103243,9.369653,2.6221411,0.05526582776357066,-0.06432441500387381,-0.08092081019135829,,-26.982653,-5.889503,5.5188003,-2.3363779,11.021338
TR|A0A098M253|Hypsiglena_sp._JMG-2014,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.3342724,10.722319,7.011365,8.772357,2.5409334,0.13629001417189776,0.2582503064649916,-0.023376514475070963,,-24.243195,-4.4634175,6.9927573,-4.0424824,8.190739
TR|A0A098LWV3|Opheodrys_aestivus,Non-standard,Non-standard,Viperid non-standard C #8 -> Y,Secreted,MKT,9.0,,7.0566874,10.824504,6.1091785,8.799134,2.8286211,-0.04994883059297429,0.033913055327910634,0.03141376489908128,,-20.067589,-4.354128,7.8743443,-3.1210644,4.057958
TR|A0A098LWU4|Opheodrys_aestivus,Plesiotypic,Plesiotypic,,Membrane,MKT,10.0,,-3.0980077,6.946183,-2.5600173,4.589971,-0.00050523074,0.5363643376164088,-0.1263429697176116,0.2642489460987384,,43.342335,27.782701,18.855211,-8.062968,5.21587
TR|A0A098LYB1|Opheodrys_aestivus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,6.8651934,11.54034,6.613486,7.8409824,2.2422814,0.1795690694816385,0.03141535898988816,-0.029943811739938746,,-25.039606,6.8177333,7.56987,0.85795486,1.7742469
SP|C0HJD3|Oxybelis_fulgidus,Plesiotypic,Plesiotypic,,Secreted,,10.0,,4.147771,14.370082,5.8047185,7.031506,-1.1655756,0.371360301421439,-0.12918913391089615,-0.3516079327285079,,-51.430298,16.907227,14.261739,14.784919,-0.48614058
TR|A0A193CHK9|Oxybelis_fulgidus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,4.0433826,14.221478,5.5248685,7.0388155,-1.0345232,0.36589774054289403,-0.2078332134395159,-0.33879531680433245,,-51.362804,16.909359,14.20536,14.790424,-0.5271875
TR|A0A098LYG6|Pantherophis_guttatus,Non-standard,Non-standard,,Secreted,MKT,10.0,,6.907176,11.195267,6.2964745,8.470282,2.907612,0.12162808292166558,0.023972350191414495,-0.13131711834246113,,-20.133057,0.6107529,5.6948643,-0.911621,2.4197102
NCBI|Pgut_NW_023031289_1_mka|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,,10.0,,7.855498,13.0078535,6.034526,6.1686153,3.1527195,0.08898952858543123,0.17651149890115644,-0.2580968764739611,,-10.357212,9.746289,3.111015,7.7080946,4.601631
TR|A0A098LYH6|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,MKA,10.0,,3.9330568,12.857084,4.6506763,7.437174,0.10943289,0.5215433394123747,0.04687252109290786,-0.2459019333314687,,-42.673363,21.366589,14.428699,7.589666,1.2971543
TR|A0A098LYI5|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,6.7884417,10.964012,6.7846327,8.397539,2.6740022,-0.04780718113442153,0.09714962051788564,-0.0716283520784514,,-23.017368,-0.3209845,6.3945794,0.97764444,8.857979
TR|A0A6P9C8Z9|Pantherophis_guttatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,8.0303,12.15823,6.842637,7.850673,3.423968,0.1911838232436604,-0.10437577577297669,-0.10784765376742644,,-23.678804,3.1273992,8.162166,2.5354302,5.425207
NCBI|Pgut_NW_023011746_1_mka|Pantherophis_guttatus,Non-standard,Non-standard,Basal genomic 8-cysteines,Secreted,,8.0,,11.876344,7.9208612,9.860092,7.773104,6.35082,-0.13445335501768502,0.07623078257497423,-0.0025022469706425226,,18.105078,0.53575987,-9.996157,1.6742262,5.9634175
TR|A0A182C5S7|Phalotris_mertensi,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.7318916,10.578025,6.83009,8.987835,2.9837515,-0.046229977508974646,0.13613188543041502,-0.005400006716885697,,-22.872923,-5.521613,5.5617642,-4.712964,7.0245104
TR|A0A182C5Y1|Phalotris_mertensi,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,7.0,,6.4793034,10.502261,6.977615,8.958391,2.88365,0.0003495906738649402,0.27121939568660214,0.02702373631073949,,-23.3119,-3.6881676,5.128015,-3.2228105,7.629264
NCBI|RHASU_OL439256.1_49_252|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,MKT,9.0,,6.010505,12.343451,5.7161517,8.324357,1.8501965,0.3495854804169646,-0.11496155517116723,0.014479655656208694,,-30.265215,5.4030466,12.979693,0.61393195,1.5566776
NCBI|RHASU_OL439258.1_1_255|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y,Secreted,MKT,9.0,,7.154624,10.943089,6.295737,8.748136,3.088932,-0.060874290305768644,0.04302531395430312,-0.005192558412304921,,-19.792917,-0.9862694,5.4298487,-2.7820773,3.242744
None|Rhabdophis_subminiatus_unigene144234|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,6.117618,12.406095,5.7336926,8.12632,2.0933187,0.3262832755907215,-0.09334191336616031,-0.00032611102941507673,,-30.25778,5.40785,12.977013,0.6158069,1.562939
None|Rhabdophis_subminiatus_unigene61055|Rhabdophis_subminiatus,Non-standard,Non-standard,Colubrid non-standard C #8 -> Y/L,Secreted,,9.0,,6.229696,12.264341,5.9991837,8.364124,2.126505,0.2394558038828217,-0.10365438142231567,0.13301363243313827,,-30.181442,5.4161386,12.864996,0.6289092,1.6252527
NCBI|RHASU_OL439257.1_1_264|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,5.913626,14.1786785,5.6759467,6.6032486,1.2003967,0.14830091216790087,-0.07663666612130782,-0.23516847395564966,,-29.617208,18.089977,7.9894853,12.930777,4.739594
NCBI|RHASU_OL439259.1_1_258|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,7.0925174,12.209777,6.700031,7.2597256,2.4594023,0.25794863381227,0.17896038015763993,-0.1702622579129915,,-17.463892,11.209041,7.496847,4.8993497,2.320085
NCBI|RHASU_OL439262.1_1_264|Rhabdophis_subminiatus,Non-standard,Non-standard,,Secreted,MKT,11.0,,5.748848,14.156171,5.6408362,6.554668,1.0468284,0.20730453492627074,-0.043907842458989974,-0.3146758687895854,,-30.140528,19.050879,7.6435485,13.673209,3.6564972
NCBI|RHASU_OL439263.1_1_264|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,MKT,10.0,,5.7574577,14.051963,5.91531,6.7502613,0.78747773,0.13722040824011325,-0.05812756308235865,-0.2150250652924624,,-29.183867,18.115677,8.197651,13.494269,5.2150803
None|Rhabdophis_subminiatus_unigene52075|Rhabdophis_subminiatus,Plesiotypic,Plesiotypic,,Secreted,,10.0,,6.9002333,12.0369,6.7688813,7.393098,2.4008636,0.23302047548342145,0.19069003233197004,-0.14554474624666572,,-17.46913,11.196287,7.478692,4.883343,2.3215892
None|Rhabdophis_subminiatus_unigene76486|Rhabdophis_subminiatus,Non-standard,Non-standard,,Secreted,,11.0,,5.7409406,14.235251,5.7383275,6.660702,0.9421531,0.114666664020229,-0.06254637301640505,-0.28805319568140675,,-29.95939,19.025587,7.542904,13.771235,3.936972
